"X","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility","Team","Transfer","Player","Team_New"
173,"Jacob","Page","WR","Colorado","","2024-04-16T18:15:00.000Z",NA,3,"Immediate","Colorado",FALSE,"Jacob Page","colorado"
174,"Nikai","Martinez","CB","UCF","Michigan State","2024-04-16T18:13:00.000Z",0.85,3,"Immediate","Michigan State",TRUE,"Nikai Martinez","michigan-state"
175,"Clayton","Coll","LB","Ball State","","2023-12-01T23:11:00.000Z",0.86,3,"Withdrawn","Ball State",FALSE,"Clayton Coll","ball-state"
176,"Reggie","Love III","RB","Illinois","Purdue","2023-12-04T13:04:00.000Z",0.88,3,"Immediate","Purdue",TRUE,"Reggie Love III","purdue"
177,"Anthony","Romphf","CB","Western Michigan","Charlotte","2023-11-30T22:54:00.000Z",0.83,3,"Immediate","Charlotte",TRUE,"Anthony Romphf","charlotte"
178,"Tyreek","Chappell","CB","Texas A&M","","2023-12-06T23:10:00.000Z",0.88,3,"Withdrawn","Texas A&M",FALSE,"Tyreek Chappell","texas-am"
179,"De'Eric","Mister","OT","Minnesota","Howard","2024-04-16T18:12:00.000Z",NA,3,"Immediate","Howard",TRUE,"De'Eric Mister",NA
180,"Wyatt","Anderson","IOL","Western Kentucky","","2023-12-04T18:50:00.000Z",NA,NA,"Immediate","Western Kentucky",FALSE,"Wyatt Anderson","western-kentucky"
181,"Kyle","McNamara","WR","UTEP","","2024-04-16T17:56:00.000Z",NA,2,"Immediate","UTEP",FALSE,"Kyle McNamara",NA
182,"Ky","Montgomery","DL","Missouri","Ball State","2024-04-16T17:53:00.000Z",0.83,3,"Immediate","Ball State",TRUE,"Ky Montgomery","ball-state"
183,"Stacey","Wilkins","OT","UL Monroe","Western Kentucky","2023-11-30T22:52:00.000Z",0.84,3,"Immediate","Western Kentucky",TRUE,"Stacey Wilkins","western-kentucky"
184,"Sidney","Mbanasor","WR","Utah","Tulane","2024-04-16T17:51:00.000Z",NA,3,"Immediate","Tulane",TRUE,"Sidney Mbanasor","tulane"
185,"Tanner","Blount","LB","Fresno State","","2023-11-30T22:29:00.000Z",NA,NA,"Immediate","Fresno State",FALSE,"Tanner Blount","fresno-state"
186,"Zarian","McGill","IOL","UL Monroe","Louisiana Tech","2023-11-30T22:26:00.000Z",0.85,3,"Immediate","Louisiana Tech",TRUE,"Zarian McGill","louisiana-tech"
187,"Jamir","Reyes","S","Army","","2024-04-16T17:46:00.000Z",NA,3,"Immediate","Army",FALSE,"Jamir Reyes","army"
188,"RJ","Regan","CB","Arizona State","Fresno State","2024-04-16T17:43:00.000Z",0.84,3,"Immediate","Fresno State",TRUE,"RJ Regan","fresno-state"
189,"Jovon","Jackson","S","Fairmont State","","2023-11-20T21:51:00.000Z",NA,NA,"Immediate","Fairmont State",FALSE,"Jovon Jackson",NA
190,"Jacob","Edmonds","IOL","Utah","","2024-04-16T17:43:00.000Z",NA,2,"Immediate","Utah",FALSE,"Jacob Edmonds","utah"
191,"Naseri","Danielson","LB","BYU","San José State","2024-04-16T17:41:00.000Z",NA,3,"Immediate","San José State",TRUE,"Naseri Danielson","san-jose-state"
192,"Raymond","Woodie III","S","California","Bethune-Cookman","2023-12-19T21:48:00.000Z",0.86,3,"Immediate","Bethune-Cookman",TRUE,"Raymond Woodie III",NA
193,"AJ","Williams","CB","Wake Forest","Coastal Carolina","2023-11-29T21:55:00.000Z",0.82,3,"Immediate","Coastal Carolina",TRUE,"AJ Williams","coastal-carolina"
194,"Nathan","Gates","OT","Washington State","Florida A&M","2024-04-16T17:38:00.000Z",NA,3,"Immediate","Florida A&M",TRUE,"Nathan Gates",NA
195,"Daiyaan","Hawkins","CB","Temple","UAlbany","2024-04-16T17:37:00.000Z",NA,NA,"Immediate","UAlbany",TRUE,"Daiyaan Hawkins",NA
196,"Cole","Pruett","WR","Washington State","Eastern Washington","2024-04-16T17:35:00.000Z",NA,2,"Immediate","Eastern Washington",TRUE,"Cole Pruett",NA
197,"Mason","Garcia","QB","East Carolina","Austin Peay","2023-12-04T12:54:00.000Z",NA,4,"Immediate","Austin Peay",TRUE,"Mason Garcia",NA
198,"Tad","Hudson","QB","North Carolina","Coastal Carolina","2024-04-16T17:34:00.000Z",NA,4,"Immediate","Coastal Carolina",TRUE,"Tad Hudson","coastal-carolina"
199,"Lonnie","Rice","LB","Western Kentucky","","2024-04-16T17:31:00.000Z",NA,3,"Immediate","Western Kentucky",FALSE,"Lonnie Rice","western-kentucky"
200,"Keelan","Crimmins","P","Mississippi State","Purdue","2024-04-16T17:27:00.000Z",NA,2,"Immediate","Purdue",TRUE,"Keelan Crimmins","purdue"
201,"Coleman","Owen","WR","Northern Arizona","Ohio","2023-12-02T16:49:00.000Z",0.85,3,"Immediate","Ohio",TRUE,"Coleman Owen","ohio"
202,"Dustin","Johnson","S","Northern Colorado","Ohio","2023-12-02T16:34:00.000Z",0.83,3,"Immediate","Ohio",TRUE,"Dustin Johnson","ohio"
203,"Sam","Lee","TE","Hillsdale College","","2023-12-01T17:03:00.000Z",NA,NA,"Immediate","Hillsdale College",FALSE,"Sam Lee",NA
204,"Josh","Lee","TE","Hillsdale College","","2023-12-01T17:01:00.000Z",NA,NA,"Immediate","Hillsdale College",FALSE,"Josh Lee",NA
205,"Owen","Gibbs","LB","Heidelberg","","2023-12-01T16:56:00.000Z",NA,NA,"Immediate","Heidelberg",FALSE,"Owen Gibbs",NA
206,"JJ","Jenkins","WR","Columbia","Buffalo","2023-12-01T15:26:00.000Z",0.8,3,"Immediate","Buffalo",TRUE,"JJ Jenkins","buffalo"
207,"Brandon","Crenshaw-Dickson","OT","San Diego State","Florida","2023-11-29T22:00:00.000Z",0.87,3,"Immediate","Florida",TRUE,"Brandon Crenshaw-Dickson","florida"
208,"Jakeen","Harris","S","NC State","North Carolina","2023-11-29T22:59:00.000Z",0.88,3,"Immediate","North Carolina",TRUE,"Jakeen Harris","north-carolina"
209,"Rickie","Davis","CB","Western Kentucky","","2024-04-16T17:21:00.000Z",NA,NA,"Immediate","Western Kentucky",FALSE,"Rickie Davis","western-kentucky"
210,"Aydan","White","CB","NC State","","2024-01-03T06:00:00.000Z",NA,3,"Withdrawn","NC State",FALSE,"Aydan White",NA
211,"Matt","Colombo","RB","USC","San Diego","2023-11-30T21:26:00.000Z",NA,NA,"Immediate","San Diego",TRUE,"Matt Colombo",NA
212,"Jonathan","Mendoza","OT","Yale","Louisville","2023-11-21T14:22:00.000Z",0.88,3,"Immediate","Louisville",TRUE,"Jonathan Mendoza","louisville"
213,"Stephon","Wright","DL","SMU","Texas Southern","2023-11-20T23:37:00.000Z",NA,4,"Immediate","Texas Southern",TRUE,"Stephon Wright",NA
214,"Alex","Oliver","CB","VMI","Liberty","2023-11-20T22:52:00.000Z",0.85,3,"Immediate","Liberty",TRUE,"Alex Oliver","liberty"
215,"Christian","Moore","TE","Kansas State","UNLV","2023-11-30T21:20:00.000Z",0.82,3,"Immediate","UNLV",TRUE,"Christian Moore",NA
216,"Da'Quan","Johnson","S","Duke","Campbell","2024-04-16T16:19:00.000Z",NA,3,"Immediate","Campbell",TRUE,"Da'Quan Johnson",NA
217,"James","Hansen","DL","Nevada","Texas Tech","2023-12-04T01:26:00.000Z",0.86,3,"Immediate","Texas Tech",TRUE,"James Hansen","texas-tech"
218,"Abraham","Montano","K","Fresno State","San Diego State","2023-11-30T20:14:00.000Z",NA,NA,"Immediate","San Diego State",TRUE,"Abraham Montano","san-diego-state"
219,"Bryce","Bailey","WR","Middle Tennessee","UT Martin","2024-04-18T20:43:00.000Z",NA,2,"Immediate","UT Martin",TRUE,"Bryce Bailey",NA
220,"Jules","Ney","IOL","Georgia State","Chattanooga","2024-04-16T15:07:00.000Z",NA,3,"Immediate","Chattanooga",TRUE,"Jules Ney",NA
221,"Evan","Blalock","CB","UL Monroe","","2024-04-16T15:07:00.000Z",NA,NA,"Immediate","UL Monroe",FALSE,"Evan Blalock",NA
222,"Gerard","Edimo","TE","South Florida","Stephen F. Austin","2024-04-16T15:05:00.000Z",NA,3,"Immediate","Stephen F. Austin",TRUE,"Gerard Edimo",NA
223,"Logan","Sagapolu","IOL","Miami","Washington","2024-04-16T15:04:00.000Z",0.84,3,"Immediate","Washington",TRUE,"Logan Sagapolu","washington"
224,"Tyler","Thomas","DL","UAB","","2024-04-16T15:00:00.000Z",NA,NA,"Immediate","UAB",FALSE,"Tyler Thomas",NA
225,"Canaan","Williams","CB","Bowling Green","Kent State","2024-04-16T14:58:00.000Z",NA,3,"Immediate","Kent State",TRUE,"Canaan Williams","kent-state"
226,"Nick","Campbell","DL","NC State","App State","2024-04-16T14:55:00.000Z",0.84,3,"Immediate","App State",TRUE,"Nick Campbell","appalachian-state"
227,"Steven","Jones Jr.","CB","Georgia Tech","Murray State","2024-04-16T14:54:00.000Z",NA,3,"Immediate","Murray State",TRUE,"Steven Jones Jr.",NA
228,"Trevor","Carter","LB","Cincinnati","Pikeville","2024-04-16T14:51:00.000Z",NA,4,"Immediate","Pikeville",TRUE,"Trevor Carter",NA
229,"Ethan","Ellis","OT","Middle Tennessee","","2023-12-04T19:22:00.000Z",NA,3,"Withdrawn","Middle Tennessee",FALSE,"Ethan Ellis","middle-tennessee-state"
230,"Ramon","Henderson","S","Notre Dame","UCLA","2023-11-30T21:02:00.000Z",0.86,3,"Immediate","UCLA",TRUE,"Ramon Henderson","ucla"
231,"Santino","Marucci","QB","Wake Forest","New Mexico State","2023-11-30T21:02:00.000Z",NA,3,"Immediate","New Mexico State",TRUE,"Santino Marucci","new-mexico-state"
232,"Josh","Dixon","CB","Wyoming","","2024-04-16T14:31:00.000Z",NA,2,"Immediate","Wyoming",FALSE,"Josh Dixon","wyoming"
233,"Carson","May","QB","Wyoming","Abilene Christian","2024-04-16T14:31:00.000Z",NA,NA,"Immediate","Abilene Christian",TRUE,"Carson May",NA
234,"Sage","Ryan","S","LSU","","2023-12-15T16:38:00.000Z",NA,4,"Immediate","LSU",FALSE,"Sage Ryan","louisiana-state"
235,"Donaven","McCulley","WR","Indiana","","2023-11-28T16:52:00.000Z",0.91,4,"Withdrawn","Indiana",FALSE,"Donaven McCulley","indiana"
236,"Andrew","Chamblee","OT","Arkansas","SMU","2024-04-16T14:26:00.000Z",0.88,3,"Immediate","SMU",TRUE,"Andrew Chamblee","southern-methodist"
237,"James","Eaglin","DL","Tulsa","Grambling","2024-04-16T14:26:00.000Z",NA,3,"Immediate","Grambling",TRUE,"James Eaglin",NA
238,"De'Javion","Stepney","S","Central Michigan","Marshall","2024-04-16T14:24:00.000Z",NA,3,"Immediate","Marshall",TRUE,"De'Javion Stepney","marshall"
239,"Jacolby","Criswell","QB","Arkansas","North Carolina","2024-04-16T14:22:00.000Z",0.85,3,"Immediate","North Carolina",TRUE,"Jacolby Criswell","north-carolina"
240,"David","Conner","IOL","Colorado","Texas State","2024-04-16T14:22:00.000Z",0.82,3,"Immediate","Texas State",TRUE,"David Conner","texas-state"
241,"Vincent","Murphy","IOL","Western Kentucky","Tulane","2023-11-28T16:52:00.000Z",0.86,3,"Immediate","Tulane",TRUE,"Vincent Murphy","tulane"
242,"JT","Killen","LB","Coastal Carolina","Eastern Michigan","2023-11-28T16:50:00.000Z",0.84,3,"Immediate","Eastern Michigan",TRUE,"JT Killen","eastern-michigan"
243,"Trent","Singleton","S","Mississippi State","South Alabama","2024-04-16T14:21:00.000Z",NA,3,"Immediate","South Alabama",TRUE,"Trent Singleton","south-alabama"
244,"Isaiah","Augustave","RB","Arkansas","Colorado","2024-04-16T14:07:00.000Z",0.87,3,"Immediate","Colorado",TRUE,"Isaiah Augustave","colorado"
245,"Corey","Collier","S","Nebraska","Florida A&M","2024-04-16T14:05:00.000Z",0.86,3,"Immediate","Florida A&M",TRUE,"Corey Collier",NA
246,"Rayquan","Adkins","CB","Cincinnati","James Madison","2024-04-16T14:05:00.000Z",NA,3,"Immediate","James Madison",TRUE,"Rayquan Adkins","james-madison"
247,"Deonte","Stanley","CB","Middle Tennessee","","2024-04-22T18:32:00.000Z",NA,NA,"Immediate","Middle Tennessee",FALSE,"Deonte Stanley","middle-tennessee-state"
248,"Anthony","Johnson Jr.","CB","Western Kentucky","","2024-04-16T14:02:00.000Z",0.87,3,"Immediate","Western Kentucky",FALSE,"Anthony Johnson Jr.","western-kentucky"
249,"Devon","Manuel","OT","Arkansas","Florida","2023-12-04T20:09:00.000Z",0.88,3,"Immediate","Florida",TRUE,"Devon Manuel","florida"
250,"Peyton","Waters","S","Washington","","2024-01-21T06:00:00.000Z",0.89,3,"Withdrawn","Washington",FALSE,"Peyton Waters","washington"
251,"Kai","Horton","QB","Tulane","","2023-12-09T16:33:00.000Z",NA,3,"Withdrawn","Tulane",FALSE,"Kai Horton","tulane"
252,"Raymond","Pulido","IOL","Arizona","","2024-01-18T00:13:00.000Z",0.91,4,"Withdrawn","Arizona",FALSE,"Raymond Pulido","arizona"
253,"Justin","Benton","DL","Houston","","2023-12-12T15:03:00.000Z",NA,3,"Withdrawn","Houston",FALSE,"Justin Benton","houston"
254,"Dorian","Thomas","TE","Arizona","","2024-01-17T23:50:00.000Z",NA,3,"Withdrawn","Arizona",FALSE,"Dorian Thomas","arizona"
255,"Stephen","Johnson","DL","Auburn","McNeese","2023-12-04T06:04:00.000Z",NA,3,"Immediate","McNeese",TRUE,"Stephen Johnson",NA
256,"Jacoby","Windmon","LB","Michigan State","","2023-12-11T15:12:00.000Z",NA,3,"Immediate","Michigan State",FALSE,"Jacoby Windmon","michigan-state"
257,"Brian","Battie","RB","Auburn","","2024-01-01T21:16:00.000Z",NA,3,"Immediate","Auburn",FALSE,"Brian Battie","auburn"
258,"Jack","Velling","TE","Oregon State","Michigan State","2023-12-06T20:29:00.000Z",0.9,4,"Immediate","Michigan State",TRUE,"Jack Velling","michigan-state"
259,"Luke","Fulton","LB","Kentucky","Kent State","2023-12-01T19:14:00.000Z",0.8,3,"Immediate","Kent State",TRUE,"Luke Fulton","kent-state"
260,"Patrick","Smith","RB","Vanderbilt","UT Martin","2023-12-04T17:03:00.000Z",NA,3,"Immediate","UT Martin",TRUE,"Patrick Smith",NA
261,"Laurence","Sullivan","CB","Coastal Carolina","Nicholls","2023-12-04T14:36:00.000Z",NA,3,"Immediate","Nicholls",TRUE,"Laurence Sullivan",NA
262,"Jonathan","Odom","TE","Florida","Eastern Michigan","2023-12-04T15:26:00.000Z",0.85,3,"Immediate","Eastern Michigan",TRUE,"Jonathan Odom","eastern-michigan"
263,"Sean","Sallis","TE","Marshall","","2023-12-04T14:35:00.000Z",NA,3,"Immediate","Marshall",FALSE,"Sean Sallis","marshall"
264,"Hank","Bachmeier","QB","Louisiana Tech","Wake Forest","2023-11-28T15:05:00.000Z",0.86,3,"Immediate","Wake Forest",TRUE,"Hank Bachmeier","wake-forest"
265,"Carter","Hooper","DL","UConn","South Dakota","2023-11-28T14:31:00.000Z",NA,3,"Immediate","South Dakota",TRUE,"Carter Hooper",NA
266,"Shea","Whiting","WR","Boise State","","2024-01-26T06:00:00.000Z",NA,3,"Immediate","Boise State",FALSE,"Shea Whiting","boise-state"
267,"Corey","Flagg","LB","Miami","Missouri","2023-11-28T16:48:00.000Z",0.86,3,"Immediate","Missouri",TRUE,"Corey Flagg","missouri"
268,"Bralon","Brown","WR","Ole Miss","Marshall","2023-12-12T02:02:00.000Z",0.85,3,"Immediate","Marshall",TRUE,"Bralon Brown","marshall"
269,"Denim","Edwards","RB","Navy","Presbyterian","2023-12-12T02:01:00.000Z",NA,NA,"Immediate","Presbyterian",TRUE,"Denim Edwards",NA
270,"Courtney","Reese","RB","UNLV","Bethune-Cookman","2023-12-12T02:00:00.000Z",NA,2,"Immediate","Bethune-Cookman",TRUE,"Courtney Reese",NA
271,"Austin","Ackel","LB","New Mexico","UL Monroe","2023-12-12T02:00:00.000Z",0.82,3,"Immediate","UL Monroe",TRUE,"Austin Ackel",NA
272,"Lance","Dixon","LB","West Virginia","Toledo","2023-12-12T01:59:00.000Z",0.83,3,"Immediate","Toledo",TRUE,"Lance Dixon","toledo"
273,"Darius","Snow","LB","Michigan State","","2023-11-27T13:28:00.000Z",NA,3,"Immediate","Michigan State",FALSE,"Darius Snow","michigan-state"
274,"Willie","Harts","CB","Arizona State","","2024-02-05T20:20:00.000Z",NA,3,"Immediate","Arizona State",FALSE,"Willie Harts","arizona-state"
275,"Demond","Williams Jr.","QB","Arizona","Washington","2024-01-17T06:00:00.000Z",0.9,4,"Immediate","Washington",TRUE,"Demond Williams Jr.","washington"
276,"Adam","Mohammed","RB","Arizona","Washington","2024-01-17T06:00:00.000Z",0.84,3,"Immediate","Washington",TRUE,"Adam Mohammed","washington"
277,"Je'Vaun","Dabon","S","UTSA","","2023-12-24T21:32:00.000Z",NA,3,"Immediate","UTSA",FALSE,"Je'Vaun Dabon",NA
278,"John","Humphrey","CB","UCLA","USC","2023-12-12T01:59:00.000Z",0.88,3,"Immediate","USC",TRUE,"John Humphrey",NA
279,"Jay","Toia","DL","UCLA","","2024-04-18T18:21:00.000Z",0.9,4,"Withdrawn","UCLA",FALSE,"Jay Toia","ucla"
280,"Demond","Arter","IOL","Ohio","","2023-12-12T15:05:00.000Z",NA,2,"Withdrawn","Ohio",FALSE,"Demond Arter","ohio"
281,"Otis","Pitts","IOL","UTEP","","2023-11-28T16:28:00.000Z",NA,NA,"Withdrawn","UTEP",FALSE,"Otis Pitts",NA
282,"Shadrick","Byrd","RB","Charlotte","","2023-11-28T14:14:00.000Z",NA,3,"Withdrawn","Charlotte",FALSE,"Shadrick Byrd","charlotte"
283,"Josh","Kelly","WR","Washington State","Texas Tech","2023-11-30T21:58:00.000Z",0.9,4,"Immediate","Texas Tech",TRUE,"Josh Kelly","texas-tech"
284,"Parker","Brailsford","IOL","Washington","Alabama","2024-01-15T06:00:00.000Z",0.93,4,"Immediate","Alabama",TRUE,"Parker Brailsford","alabama"
285,"Jason","Moore","DL","Temple","","2024-04-18T12:43:00.000Z",NA,NA,"Immediate","Temple",FALSE,"Jason Moore","temple"
286,"Christian","Fitzpatrick","WR","Michigan State","Marshall","2023-11-28T16:22:00.000Z",0.88,3,"Immediate","Marshall",TRUE,"Christian Fitzpatrick","marshall"
287,"Branson","Combs","LB","Southern Illinois","Wake Forest","2023-12-04T14:43:00.000Z",0.86,3,"Immediate","Wake Forest",TRUE,"Branson Combs","wake-forest"
288,"Jack","Burgess","P","Weber State","Texas Tech","2023-12-04T14:33:00.000Z",0.81,3,"Immediate","Texas Tech",TRUE,"Jack Burgess","texas-tech"
289,"Kisean","Johnson","WR","Alabama State","Western Kentucky","2023-12-04T14:26:00.000Z",0.89,3,"Immediate","Western Kentucky",TRUE,"Kisean Johnson","western-kentucky"
290,"Aidan","Chiles","QB","Oregon State","Michigan State","2023-12-04T15:23:00.000Z",0.96,4,"Immediate","Michigan State",TRUE,"Aidan Chiles","michigan-state"
291,"Earl","Little II","CB","Alabama","Florida State","2024-01-03T21:51:00.000Z",0.9,4,"Immediate","Florida State",TRUE,"Earl Little II","florida-state"
292,"Gentle","Hunt","DL","Florida A&M","Illinois","2023-12-28T06:00:00.000Z",0.84,3,"Immediate","Illinois",TRUE,"Gentle Hunt","illinois"
293,"Daymon","David","S","Oregon","Akron","2023-12-12T15:07:00.000Z",0.85,3,"Immediate","Akron",TRUE,"Daymon David","akron"
294,"Joshua","Sloan","P","UTEP","Memphis","2023-12-12T15:02:00.000Z",NA,NA,"Immediate","Memphis",TRUE,"Joshua Sloan","memphis"
295,"Nate","Kalepo","IOL","Washington","Ole Miss","2024-01-14T18:40:00.000Z",0.89,3,"Immediate","Ole Miss",TRUE,"Nate Kalepo","mississippi"
296,"Jonathon","Batzke","P","Toledo","","2023-12-12T14:59:00.000Z",NA,2,"Immediate","Toledo",FALSE,"Jonathon Batzke","toledo"
297,"Aliou","Bah","OT","Georgia","Maryland","2023-12-12T19:20:00.000Z",0.88,3,"Immediate","Maryland",TRUE,"Aliou Bah","maryland"
298,"Fabian","Ross","CB","USC","Hawai'i","2023-12-12T18:33:00.000Z",0.87,3,"Immediate","Hawai'i",TRUE,"Fabian Ross","hawaii"
299,"Paul","Tchio","IOL","Georgia Tech","Massachusetts","2023-12-18T22:25:00.000Z",0.84,3,"Immediate","Massachusetts",TRUE,"Paul Tchio","massachusetts"
300,"Noah","Stewart","OT","Michigan","Eastern Washington","2024-01-20T06:00:00.000Z",NA,3,"Immediate","Eastern Washington",TRUE,"Noah Stewart",NA
301,"Daved","Jones Jr.","LB","Cincinnati","Jackson State","2024-01-09T16:16:00.000Z",NA,3,"Immediate","Jackson State",TRUE,"Daved Jones Jr.",NA
302,"Sebastian","Brown","WR","Michigan State","Kent State","2023-12-09T16:45:00.000Z",0.8,3,"Immediate","Kent State",TRUE,"Sebastian Brown","kent-state"
303,"Nolan","Matthews-Harris","TE","SMU","","2023-12-04T15:42:00.000Z",NA,3,"Immediate","SMU",FALSE,"Nolan Matthews-Harris","southern-methodist"
304,"Jalyn","Stanford","S","Houston","","2024-04-18T15:20:00.000Z",0.84,3,"Immediate","Houston",FALSE,"Jalyn Stanford","houston"
305,"Kalani","Norris","WR","Middle Tennessee","","2023-12-20T16:57:00.000Z",NA,3,"Immediate","Middle Tennessee",FALSE,"Kalani Norris","middle-tennessee-state"
306,"Kevo","Wesley","IOL","Vanderbilt","","2023-11-27T20:51:00.000Z",NA,3,"Withdrawn","Vanderbilt",FALSE,"Kevo Wesley","vanderbilt"
307,"Brandon","McElroy","DL","San Diego State","","2024-04-23T18:00:00.000Z",NA,NA,"Immediate","San Diego State",FALSE,"Brandon McElroy","san-diego-state"
308,"Hollywood","Smothers","RB","Oklahoma","NC State","2023-12-04T22:56:00.000Z",0.88,3,"Immediate","NC State",TRUE,"Hollywood Smothers",NA
309,"Javen","Ware","S","Texas State","Abilene Christian","2023-12-19T21:57:00.000Z",NA,NA,"Immediate","Abilene Christian",TRUE,"Javen Ware",NA
310,"Brock","Foster","CB","SMU","Elon","2024-04-16T18:23:00.000Z",NA,NA,"Immediate","Elon",TRUE,"Brock Foster",NA
311,"JuTahn","McClain","RB","Kentucky","","2023-12-01T18:52:00.000Z",NA,4,"Immediate","Kentucky",FALSE,"JuTahn McClain","kentucky"
312,"Jeremiah","Ballard","WR","UTEP","Tulsa","2023-12-01T18:11:00.000Z",0.81,3,"Immediate","Tulsa",TRUE,"Jeremiah Ballard","tulsa"
313,"Trelon","Slade","CB","Coastal Carolina","","2024-04-16T19:53:00.000Z",NA,NA,"Immediate","Coastal Carolina",FALSE,"Trelon Slade","coastal-carolina"
314,"Isaiah","Jones","WR","Syracuse","New Mexico","2023-12-13T15:39:00.000Z",0.83,3,"Immediate","New Mexico",TRUE,"Isaiah Jones","new-mexico"
315,"Isaiah","Hackett","CB","UNLV","Youngstown State","2023-12-13T15:37:00.000Z",NA,3,"Immediate","Youngstown State",TRUE,"Isaiah Hackett",NA
316,"Trey","Goodman","WR","Austin Peay","UTEP","2023-12-08T06:00:00.000Z",0.85,3,"Immediate","UTEP",TRUE,"Trey Goodman",NA
317,"Reggie","Foster","RB","Utah State","","2023-12-12T01:45:00.000Z",NA,NA,"Immediate","Utah State",FALSE,"Reggie Foster","utah-state"
318,"Fernando","Garza III","TE","Texas A&M","Sam Houston","2023-12-13T21:11:00.000Z",0.84,3,"Immediate","Sam Houston",TRUE,"Fernando Garza III","sam-houston-state"
319,"Isaiah","Essissima","CB","Nevada","Colorado State","2023-11-30T17:43:00.000Z",0.82,3,"Immediate","Colorado State",TRUE,"Isaiah Essissima","colorado-state"
320,"Preston","Hodge","S","Liberty","Colorado","2023-12-13T20:49:00.000Z",0.9,4,"Immediate","Colorado",TRUE,"Preston Hodge","colorado"
321,"Javeon","Wilcox","S","TCU","Texas Tech","2023-12-30T00:10:00.000Z",0.86,3,"Immediate","Texas Tech",TRUE,"Javeon Wilcox","texas-tech"
322,"Everitt","Rogers","DL","Tulsa","Houston","2023-11-30T16:55:00.000Z",0.86,3,"Immediate","Houston",TRUE,"Everitt Rogers","houston"
